X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0027976664508351113,1.7440318670589024e-05
0.005594957081989724,6.686247696110898e-05
0.008391429498511425,0.00015043136158291915
0.011186642698141463,0.00026885814680341515
0.012635416587020403,0.00034317419038732436
0.013980325754924064,0.0004192323570965134
0.015428134118669352,0.0005104180939063148
0.01811521663133396,0.0007048096610126605
0.026469586427569563,0.0015064692594235142
0.02935014677053886,0.0018531205978659577
0.030686062463269707,0.0020260216578682805
0.033457108386476,0.0024114386091372334
0.03478956996959626,0.002609205249759852
0.03632567059183178,0.002846347696114881
0.03898454129255801,0.0032806368947482538
0.041739867087498,0.003765839428317451
0.04316635624088916,0.004029652526340953
0.045912784513611395,0.004562919324140738
0.04855111243979508,0.0051082873330570095
0.05138499307915053,0.005730311646007416
0.05672751771876779,0.007001696408522602
0.059537667099875013,0.007723399599449407
0.0622387109717808,0.008452511207424372
0.06483081131220808,0.009186824721113741
0.06761307489288788,0.010009505951940228
0.06890137771734776,0.010403004804699911
0.07028603663481092,0.010835651980835474
0.07294871927457708,0.011694371134437762
0.0756014050075967,0.01258347188051653
0.07687466245869636,0.013023222921281347
0.07951031859498846,0.01396160368945033
0.0822322479474278,0.014966041006730118
0.0886917723049598,0.0175096084905817
0.09127339119192278,0.01858779477194484
0.09251159988160758,0.019118270742582082
0.09516773705832386,0.020285630593905063
0.09771592345149235,0.021440614507435694
0.09893750155906401,0.02200834018215557
0.10146372160716002,0.02321061053587864
0.10397603797100279,0.024441684828049252
0.10647313189244334,0.02570333600105558
0.10904647126816674,0.027043380588852133
0.11023589183558379,0.027675712960662874
0.1114216095700243,0.028314961714175732
0.11756063216948387,0.03177286713390173
0.11996901240025953,0.03319657581156461
0.12235983730986694,0.034649584303100806
0.12473388980935451,0.03612982633213539
0.1270893032116051,0.037639551287000333
0.1282164473254626,0.03837719053570582
0.12942611499099924,0.039177923196702345
0.13174518214235978,0.040742905395426736
0.1328548380321732,0.04150659991605452
0.13523004896010585,0.04317278360573601
0.1374177584557511,0.0447450837278163
0.13966918258191416,0.04640590615630604
0.14525055704314052,0.050706251199673646
0.1473489560056502,0.05239590273338352
