X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.001347052384952977,3.92260461624366e-06
0.0027976664508351113,1.7440318670589024e-05
0.004248178829121252,3.9406107298984654e-05
0.005594957081989724,6.686247696110898e-05
0.0070451135729580425,0.00010572181857680267
0.008391429498511425,0.00015043136158291915
0.009737462206189873,0.0002029809999670732
0.011186642698141463,0.00026885814680341515
0.012635416587020403,0.00034317419038732436
0.013980325754924064,0.0004192323570965134
0.015428134118669352,0.0005104180939063148
0.01677195840826265,0.0006037014972186993
0.01811521663133396,0.0007048096610126605
0.019664424241260126,0.0008304975396742847
0.019664424241260126,0.0008304975396742847
0.023791273153984563,0.0012151987326474518
0.025130853879374387,0.0013569343837679635
0.028013246769751782,0.0016880027534941795
0.029350146770538866,0.0018531205978659577
0.030686062463269714,0.0020260216578682805
0.032123517621247294,0.0022214354893439303
0.033457108386476,0.0024114386091372334
0.033457108386476,0.0024114386091372334
0.03632576092853815,0.0028457510182006446
0.03765582860205156,0.003059024313549797
0.038984631629264375,0.0032800402168340174
0.04041409520605237,0.0035272198668152535
0.04173995742420437,0.0037652427504032146
0.043166446577595524,0.004029055848426717
0.04459137349797952,0.004301171941837847
0.04591287485031776,0.004562322646226502
0.04723283286681585,0.004831165256905889
0.04723283286681585,0.004831165256905889
0.05541997962494935,0.0066776326222094656
0.05672750739072842,0.007001571901012289
0.05823399084127742,0.007384128138338975
0.05953765677183564,0.007723275091939094
0.06083932542410675,0.008070008756773033
0.06083932542410675,0.008070008756773033
0.06353594867156373,0.008815304058962019
0.06483092968455278,0.00918623490242528
0.06632262057849458,0.009622926943143595
0.06761319326523259,0.010008916133251767
0.07028615500715563,0.010835062162147012
0.07156931043078453,0.011245034933738287
0.07294883764692178,0.0116937813157493
0.07432572644176594,0.012150553844871822
0.07687478083104106,0.013022633102592886
0.07824291828245543,0.01350498547458427
0.07951043696733316,0.013961013870761868
0.08087286486921284,0.014459269696228188
0.0822323663197725,0.014965451188041656
0.0886918906773045,0.017509018671893237
0.09003223241720215,0.018063949223418807
0.09251171825395228,0.019117680923893623
0.09384148576230843,0.01969749319562356
