X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00435204,0.0
0.01326336,0.0
0.02196744,0.0
0.03523080000000001,0.0
0.04393488,0.0
0.0528462,0.0
0.06155028,0.0
0.07916568000000002,0.0
0.0922218,0.0
0.10113311999999999,0.0
0.1098372,0.0
0.1119095150404688,-1.6052208736284308e-05
0.1128418987197553,-3.5060438866898815e-05
0.11491317367534387,-0.00010263739433832508
0.11594835670541667,-0.0001484867564785357
0.11781058164545762,-0.0002527125105052081
0.1198776179370196,-0.00040140100946913204
0.12780514456943964,-0.001291875173658485
0.12975135076436772,-0.0015890321484667612
0.13077360352656134,-0.0017584486791851883
0.13179444259368905,-0.00193619475870637
0.13372999024188337,-0.0022963004687737362
0.1356595702269014,-0.00268709080823248
0.13758276009483159,-0.0031082339581758696
0.13959990730475896,-0.003583485926967966
0.14160862174242644,-0.004093205073424918
0.14250977574059318,-0.00433325113109017
0.14440616742209256,-0.0048621360117212615
0.15014049497913642,-0.006659433289935294
0.15199945556570568,-0.0073077282524606655
0.1539449309303709,-0.008021781606237515
0.1557818933315392,-0.00873001176483549
0.157607373553017,-0.009467316294178612
0.15856336956920536,-0.009867038306071023
0.1594210169978488,-0.010233291669678521
0.1613171291910357,-0.011069656333689672
0.16310498253694877,-0.01189403563617192
0.164972970408373,-0.012791458286432073
0.16664125172851985,-0.01362547397690922
0.17201955209851194,-0.016531076756315582
0.17282719913860492,-0.01699734588122263
0.17460853252565584,-0.01805640086806974
0.17628486765887197,-0.01908883553525162
0.17794459389785047,-0.02014775234956842
0.1791635047941825,-0.020934339994736702
0.18276168081172794,-0.023193041878811684
0.18506368250743277,-0.02459268065514018
0.1863101952614074,-0.02533475197981649
0.18863788032082748,-0.026691248487509246
0.18998756664275931,-0.027462084717771954
0.19607755450400238,-0.03079484030171074
0.19855872499818278,-0.032087525380781586
0.1997590115089564,-0.03269898086296272
0.20226384110515425,-0.033945203326592274
0.20356813528346607,-0.034580250845958525
0.20356813528346607,-0.034580250845958525
0.2060941478741365,-0.035782957135110226
0.20731572598170814,-0.03635068280983009
0.20863516062286028,-0.036953638964501406
0.21119028204323673,-0.03809321430295373
