X,Y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00870408,0.0
0.017615400000000003,0.0
0.026319480000000003,0.0
0.030671520000000004,0.0
0.03523080000000001,0.0
0.04393488,0.0
0.0528462,0.0
0.07481364,0.0
0.08351772,0.0
0.08786976,0.0
0.09678108,0.0
0.10113311999999999,0.0
0.1098372,0.0
0.11874852000000001,0.0
0.1274526,0.0
0.13636392000000003,0.0
0.145068,0.0
0.15377208,0.0
0.1626834,0.0
0.17573952,0.0
0.18900288,0.0
0.19770696,0.0
0.20661828000000002,0.0
0.212317372384953,3.922604616243597e-06
0.2137679864508351,1.7440318670588783e-05
0.2165652576822363,6.794856402814879e-05
0.21801541417320464,0.00010680790564382019
0.22070776280643647,0.000204067087034091
0.22360582731691944,0.00034196970851205617
0.2263985448485684,0.0005092136120310442
0.234761730932176,0.0012133926099224786
0.23754311790931995,0.0015153262255557308
0.23898396509788622,0.0016839182654896639
0.24032086509867331,0.0018490361098614356
0.24165678079140415,0.002021937169863759
0.24586297638671253,0.0026190197598307927
0.24862686574310514,0.003052790852071145
0.2513851323471059,0.0035209864053365953
0.2541374837186491,0.0040228223869480636
0.25688391199137134,0.004556089184747849
0.25820387000786943,0.004824931795427253
0.26508177151690415,0.006354371093311082
0.26779906624550576,0.007020367409185012
0.2719101543580241,0.008091607442774948
0.2745064873310311,0.008810812284601486
0.2760006961921723,0.00923880941167448
0.27858406765365984,0.010003265037071841
0.27997122279648357,0.010427840715209505
0.28125674411268453,0.010830333522881146
0.28401768339212796,0.01172196648276869
0.2878450309335588,0.013018936469720528
0.2905784749896062,0.013991601528450557
0.29841581510054216,0.016993955978102892
0.29966369450954194,0.01750126505078816
0.3010040362494396,0.018056195602313745
0.3034835220861897,0.019109927302788543
0.30614058131922806,0.02027518747633653
0.3099103458199682,0.02199789706458704
0.31253038438326153,0.023244168690994042
0.3149498794871177,0.024429176688286036
0.3162466868977846,0.02507937237911122
0.3174469734085582,0.02569082786129238
0.3186436784876816,0.02630926336175689
0.3261096617823729,0.030364791951701598
0.3285356046050967,0.031758364036567795
0.3296974720818977,0.032440001389554336
0.3320970235515858,0.033878540398118565
0.3345681675100967,0.03539881710330435
